"category","Number","Separators"
0,237304,
1,12809
2,156298
3,140953
4,711206
5,105715
6,81570
7,27468
8,14646
9,551858
10,283114
11,23328
12,43423
13,291729
14,207522
15,77493
16,75521
17,209584
18,156752
19,59274
20,129435
21,203672
22,353667
23,126696
24,132736
25,221430
26,28170
27,42192
28,62983
29,48139
30,201536
31,64559
32,519601
33,332799
34,14135
35,353033
36,127973
37,107732
38,409657
39,37312
40,179893
41,19216
42,252532
43,574276
44,47616
45,22534
46,211424
47,177421
48,95060
49,160842
50,13106
51,1321
52,1321
53,1595
54,244
55,244
56,244
57,183552
58,1683
59,1683
60,1683
61,
62,
63,
64,
65,